periode,geo,type_matiere,producteur,volume_tonnes
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,16415.0
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,9258.0
2022,Nouveau-Brunswick,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,10805.0
2018,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Autres matières organiques,Toutes les sources des matières récupérées,
2020,Nouveau-Brunswick,Autres matières organiques,Toutes les sources des matières récupérées,57808.0
2022,Nouveau-Brunswick,Autres matières organiques,Toutes les sources des matières récupérées,55681.0
2018,Nouveau-Brunswick,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Autres matières organiques,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Autres matières organiques,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Autres matières organiques,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Autres matières organiques,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Autres matières,Toutes les sources des matières récupérées,4053.0
2020,Nouveau-Brunswick,Autres matières,Toutes les sources des matières récupérées,6688.0
2022,Nouveau-Brunswick,Autres matières,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Autres matières,Sources des matières résidentielles récupérées,3689.0
2020,Nouveau-Brunswick,Autres matières,Sources des matières résidentielles récupérées,6688.0
2022,Nouveau-Brunswick,Autres matières,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Autres matières,Sources des matières non résidentielles récupérées,364.0
2020,Nouveau-Brunswick,Autres matières,Sources des matières non résidentielles récupérées,0.0
2022,Nouveau-Brunswick,Autres matières,Sources des matières non résidentielles récupérées,
2018,Québec,Toutes les matières,Toutes les sources des matières récupérées,2511744.0
2020,Québec,Toutes les matières,Toutes les sources des matières récupérées,2615931.0
2022,Québec,Toutes les matières,Toutes les sources des matières récupérées,2699965.0
2018,Québec,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Québec,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Québec,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Québec,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Québec,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Québec,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Québec,Toutes les fibres de papier,Toutes les sources des matières récupérées,1100000.0
2020,Québec,Toutes les fibres de papier,Toutes les sources des matières récupérées,1050476.0
2022,Québec,Toutes les fibres de papier,Toutes les sources des matières récupérées,1089924.0
2018,Québec,Toutes les fibres de papier,Sources des matières résidentielles récupérées,527000.0
2020,Québec,Toutes les fibres de papier,Sources des matières résidentielles récupérées,510802.0
2022,Québec,Toutes les fibres de papier,Sources des matières résidentielles récupérées,529984.0
2018,Québec,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,573000.0
2020,Québec,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,539674.0
2022,Québec,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,559940.0
2018,Québec,Verre,Toutes les sources des matières récupérées,58067.0
2020,Québec,Verre,Toutes les sources des matières récupérées,83892.0
2022,Québec,Verre,Toutes les sources des matières récupérées,125951.0
2018,Québec,Verre,Sources des matières résidentielles récupérées,45000.0
2020,Québec,Verre,Sources des matières résidentielles récupérées,53903.0
2022,Québec,Verre,Sources des matières résidentielles récupérées,114204.0
2018,Québec,Verre,Sources des matières non résidentielles récupérées,13067.0
2020,Québec,Verre,Sources des matières non résidentielles récupérées,29989.0
2022,Québec,Verre,Sources des matières non résidentielles récupérées,11747.0
2018,Québec,Métaux ferreux,Toutes les sources des matières récupérées,316200.0
2020,Québec,Métaux ferreux,Toutes les sources des matières récupérées,386119.0
2022,Québec,Métaux ferreux,Toutes les sources des matières récupérées,381803.0
2018,Québec,Métaux ferreux,Sources des matières résidentielles récupérées,39000.0
2020,Québec,Métaux ferreux,Sources des matières résidentielles récupérées,36439.0
2022,Québec,Métaux ferreux,Sources des matières résidentielles récupérées,36032.0
2018,Québec,Métaux ferreux,Sources des matières non résidentielles récupérées,277200.0
2020,Québec,Métaux ferreux,Sources des matières non résidentielles récupérées,349680.0
2022,Québec,Métaux ferreux,Sources des matières non résidentielles récupérées,345771.0
2018,Québec,Cuivre et aluminium,Toutes les sources des matières récupérées,52800.0
2020,Québec,Cuivre et aluminium,Toutes les sources des matières récupérées,2232.0
2022,Québec,Cuivre et aluminium,Toutes les sources des matières récupérées,7124.0
2018,Québec,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2020,Québec,Cuivre et aluminium,Sources des matières résidentielles récupérées,0.0
2022,Québec,Cuivre et aluminium,Sources des matières résidentielles récupérées,5920.0
2018,Québec,Cuivre et aluminium,Sources des matières non résidentielles récupérées,52800.0
2020,Québec,Cuivre et aluminium,Sources des matières non résidentielles récupérées,2232.0
2022,Québec,Cuivre et aluminium,Sources des matières non résidentielles récupérées,1204.0
2018,Québec,Métaux mélangés,Toutes les sources des matières récupérées,0.0
2020,Québec,Métaux mélangés,Toutes les sources des matières récupérées,1991.0
2022,Québec,Métaux mélangés,Toutes les sources des matières récupérées,9680.0
2018,Québec,Métaux mélangés,Sources des matières résidentielles récupérées,0.0
2020,Québec,Métaux mélangés,Sources des matières résidentielles récupérées,0.0
2022,Québec,Métaux mélangés,Sources des matières résidentielles récupérées,6026.0
2018,Québec,Métaux mélangés,Sources des matières non résidentielles récupérées,0.0
2020,Québec,Métaux mélangés,Sources des matières non résidentielles récupérées,1991.0
2022,Québec,Métaux mélangés,Sources des matières non résidentielles récupérées,3655.0
2018,Québec,Électroménagers,Toutes les sources des matières récupérées,0.0
2020,Québec,Électroménagers,Toutes les sources des matières récupérées,0.0
2022,Québec,Électroménagers,Toutes les sources des matières récupérées,0.0
2018,Québec,Électroménagers,Sources des matières résidentielles récupérées,0.0
2020,Québec,Électroménagers,Sources des matières résidentielles récupérées,0.0
2022,Québec,Électroménagers,Sources des matières résidentielles récupérées,0.0
2018,Québec,Électroménagers,Sources des matières non résidentielles récupérées,0.0
2020,Québec,Électroménagers,Sources des matières non résidentielles récupérées,0.0
2022,Québec,Électroménagers,Sources des matières non résidentielles récupérées,0.0
2018,Québec,Matériel électronique,Toutes les sources des matières récupérées,21387.0
2020,Québec,Matériel électronique,Toutes les sources des matières récupérées,17476.0
2022,Québec,Matériel électronique,Toutes les sources des matières récupérées,17187.0
2018,Québec,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Québec,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Québec,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Québec,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Québec,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Québec,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Québec,Matières plastiques,Toutes les sources des matières récupérées,83000.0
2020,Québec,Matières plastiques,Toutes les sources des matières récupérées,112906.0
2022,Québec,Matières plastiques,Toutes les sources des matières récupérées,104942.0
2018,Québec,Matières plastiques,Sources des matières résidentielles récupérées,59000.0
2020,Québec,Matières plastiques,Sources des matières résidentielles récupérées,58000.0
2022,Québec,Matières plastiques,Sources des matières résidentielles récupérées,76784.0
2018,Québec,Matières plastiques,Sources des matières non résidentielles récupérées,24000.0
2020,Québec,Matières plastiques,Sources des matières non résidentielles récupérées,54906.0
2022,Québec,Matières plastiques,Sources des matières non résidentielles récupérées,28159.0
2018,Québec,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.0
2020,Québec,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.0
2022,Québec,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.0
2018,Québec,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.0
2022,Québec,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.0
2018,Québec,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2022,Québec,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2018,Québec,Textiles,Toutes les sources des matières récupérées,55440.0
2020,Québec,Textiles,Toutes les sources des matières récupérées,58129.0
2022,Québec,Textiles,Toutes les sources des matières récupérées,60818.0
2018,Québec,Textiles,Sources des matières résidentielles récupérées,55440.0
2020,Québec,Textiles,Sources des matières résidentielles récupérées,58129.0
2022,Québec,Textiles,Sources des matières résidentielles récupérées,60818.0
2018,Québec,Textiles,Sources des matières non résidentielles récupérées,0.0
2020,Québec,Textiles,Sources des matières non résidentielles récupérées,0.0
